EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR
8,50,1,1,0,1,1,0,0,12,0,690.375,5
9,51,1,1,0,1,1,0,0,12,0,698.101,6
10,50,1,1,0,1,1,0,0,12,0,706.219,7
16,44,1,1,0,1,1,0,1,12,0,634.564,1
17,49,1,1,0,1,1,0,1,12,0,651.471,2
18,46,1,1,0,1,1,0,1,12,0,657.925,3
19,,1,1,0,1,1,0,1,12,0,663.332,
20,48,1,1,0,1,1,0,1,12,0,680.239,5
21,48,1,1,0,1,1,0,1,12,0,688.755,6
22,48,1,1,0,1,1,0,1,12,0,700.76,7
